product,age_group,gender,state,ry,rydesc,prjtrx
VICTOZA,65 to 74,MALE,MI,3,Nov 2022 - Oct 2023,10706
VICTOZA,65 to 74,MALE,OH,1,Nov 2024 - Oct 2025,499
VICTOZA,65 to 74,MALE,OH,2,Nov 2023 - Oct 2024,5736
VICTOZA,65 to 74,MALE,OH,3,Nov 2022 - Oct 2023,13262
VICTOZA,65 to 74,UNKNOWN,OH,2,Nov 2023 - Oct 2024,1
VICTOZA,75 to 84,FEMALE,MI,1,Nov 2024 - Oct 2025,123
VICTOZA,75 to 84,FEMALE,MI,2,Nov 2023 - Oct 2024,2337
VICTOZA,75 to 84,FEMALE,MI,3,Nov 2022 - Oct 2023,6117
VICTOZA,75 to 84,FEMALE,OH,1,Nov 2024 - Oct 2025,282
VICTOZA,75 to 84,FEMALE,OH,2,Nov 2023 - Oct 2024,3761
VICTOZA,75 to 84,FEMALE,OH,3,Nov 2022 - Oct 2023,7893
VICTOZA,75 to 84,MALE,MI,1,Nov 2024 - Oct 2025,111
VICTOZA,75 to 84,MALE,MI,2,Nov 2023 - Oct 2024,1885
VICTOZA,75 to 84,MALE,MI,3,Nov 2022 - Oct 2023,4788
VICTOZA,75 to 84,MALE,OH,1,Nov 2024 - Oct 2025,178
VICTOZA,75 to 84,MALE,OH,2,Nov 2023 - Oct 2024,2679
VICTOZA,75 to 84,MALE,OH,3,Nov 2022 - Oct 2023,5884
VICTOZA,75 to 84,UNKNOWN,OH,2,Nov 2023 - Oct 2024,4
VICTOZA,85+,FEMALE,MI,1,Nov 2024 - Oct 2025,23
VICTOZA,85+,FEMALE,MI,2,Nov 2023 - Oct 2024,405
VICTOZA,85+,FEMALE,MI,3,Nov 2022 - Oct 2023,803
VICTOZA,85+,FEMALE,OH,1,Nov 2024 - Oct 2025,45
VICTOZA,85+,FEMALE,OH,2,Nov 2023 - Oct 2024,534
VICTOZA,85+,FEMALE,OH,3,Nov 2022 - Oct 2023,1179
VICTOZA,85+,MALE,MI,1,Nov 2024 - Oct 2025,28
VICTOZA,85+,MALE,MI,2,Nov 2023 - Oct 2024,285
VICTOZA,85+,MALE,MI,3,Nov 2022 - Oct 2023,676
VICTOZA,85+,MALE,OH,1,Nov 2024 - Oct 2025,43
VICTOZA,85+,MALE,OH,2,Nov 2023 - Oct 2024,369
VICTOZA,85+,MALE,OH,3,Nov 2022 - Oct 2023,869
VICTOZA,85+,UNKNOWN,OH,2,Nov 2023 - Oct 2024,1
VICTOZA,85+,UNKNOWN,OH,3,Nov 2022 - Oct 2023,3
VICTOZA,Under 20,FEMALE,MI,1,Nov 2024 - Oct 2025,76
VICTOZA,Under 20,FEMALE,MI,2,Nov 2023 - Oct 2024,340
VICTOZA,Under 20,FEMALE,MI,3,Nov 2022 - Oct 2023,753
VICTOZA,Under 20,FEMALE,OH,1,Nov 2024 - Oct 2025,108
VICTOZA,Under 20,FEMALE,OH,2,Nov 2023 - Oct 2024,556
VICTOZA,Under 20,FEMALE,OH,3,Nov 2022 - Oct 2023,1022
VICTOZA,Under 20,MALE,MI,1,Nov 2024 - Oct 2025,14
VICTOZA,Under 20,MALE,MI,2,Nov 2023 - Oct 2024,177
VICTOZA,Under 20,MALE,MI,3,Nov 2022 - Oct 2023,366
VICTOZA,Under 20,MALE,OH,1,Nov 2024 - Oct 2025,80
VICTOZA,Under 20,MALE,OH,2,Nov 2023 - Oct 2024,294
VICTOZA,Under 20,MALE,OH,3,Nov 2022 - Oct 2023,496
VICTOZA,Unspecified,FEMALE,MI,2,Nov 2023 - Oct 2024,4
VICTOZA,Unspecified,FEMALE,MI,3,Nov 2022 - Oct 2023,32
VICTOZA,Unspecified,FEMALE,OH,2,Nov 2023 - Oct 2024,167
VICTOZA,Unspecified,FEMALE,OH,3,Nov 2022 - Oct 2023,296
VICTOZA,Unspecified,MALE,MI,3,Nov 2022 - Oct 2023,1
VICTOZA,Unspecified,MALE,OH,2,Nov 2023 - Oct 2024,89
VICTOZA,Unspecified,MALE,OH,3,Nov 2022 - Oct 2023,149
VICTOZA,Unspecified,UNKNOWN,MI,1,Nov 2024 - Oct 2025,76
VICTOZA,Unspecified,UNKNOWN,MI,2,Nov 2023 - Oct 2024,546
VICTOZA,Unspecified,UNKNOWN,MI,3,Nov 2022 - Oct 2023,1111
VICTOZA,Unspecified,UNKNOWN,OH,2,Nov 2023 - Oct 2024,24
VICTOZA,Unspecified,UNKNOWN,OH,3,Nov 2022 - Oct 2023,50
WEGOVY,20 to 39,FEMALE,MI,1,Nov 2024 - Oct 2025,116594
WEGOVY,20 to 39,FEMALE,MI,2,Nov 2023 - Oct 2024,96770
WEGOVY,20 to 39,FEMALE,MI,3,Nov 2022 - Oct 2023,56127
WEGOVY,20 to 39,FEMALE,OH,1,Nov 2024 - Oct 2025,48098
WEGOVY,20 to 39,FEMALE,OH,2,Nov 2023 - Oct 2024,39126
WEGOVY,20 to 39,FEMALE,OH,3,Nov 2022 - Oct 2023,23469
WEGOVY,20 to 39,MALE,MI,1,Nov 2024 - Oct 2025,22502
WEGOVY,20 to 39,MALE,MI,2,Nov 2023 - Oct 2024,17753
WEGOVY,20 to 39,MALE,MI,3,Nov 2022 - Oct 2023,9916
WEGOVY,20 to 39,MALE,OH,1,Nov 2024 - Oct 2025,15118
WEGOVY,20 to 39,MALE,OH,2,Nov 2023 - Oct 2024,9835
WEGOVY,20 to 39,MALE,OH,3,Nov 2022 - Oct 2023,4928
WEGOVY,20 to 39,UNKNOWN,MI,1,Nov 2024 - Oct 2025,5
WEGOVY,20 to 39,UNKNOWN,MI,2,Nov 2023 - Oct 2024,5
WEGOVY,20 to 39,UNKNOWN,MI,3,Nov 2022 - Oct 2023,3
WEGOVY,20 to 39,UNKNOWN,OH,1,Nov 2024 - Oct 2025,2
WEGOVY,20 to 39,UNKNOWN,OH,2,Nov 2023 - Oct 2024,6
WEGOVY,20 to 39,UNKNOWN,OH,3,Nov 2022 - Oct 2023,0
WEGOVY,40 to 59,FEMALE,MI,1,Nov 2024 - Oct 2025,199503
WEGOVY,40 to 59,FEMALE,MI,2,Nov 2023 - Oct 2024,203872
WEGOVY,40 to 59,FEMALE,MI,3,Nov 2022 - Oct 2023,118352
WEGOVY,40 to 59,FEMALE,OH,1,Nov 2024 - Oct 2025,131686
WEGOVY,40 to 59,FEMALE,OH,2,Nov 2023 - Oct 2024,105280
WEGOVY,40 to 59,FEMALE,OH,3,Nov 2022 - Oct 2023,57393
WEGOVY,40 to 59,MALE,MI,1,Nov 2024 - Oct 2025,54141
WEGOVY,40 to 59,MALE,MI,2,Nov 2023 - Oct 2024,48462
WEGOVY,40 to 59,MALE,MI,3,Nov 2022 - Oct 2023,25833
WEGOVY,40 to 59,MALE,OH,1,Nov 2024 - Oct 2025,45571
WEGOVY,40 to 59,MALE,OH,2,Nov 2023 - Oct 2024,29485
WEGOVY,40 to 59,MALE,OH,3,Nov 2022 - Oct 2023,13637
WEGOVY,40 to 59,UNKNOWN,MI,1,Nov 2024 - Oct 2025,5
WEGOVY,40 to 59,UNKNOWN,MI,2,Nov 2023 - Oct 2024,7
WEGOVY,40 to 59,UNKNOWN,MI,3,Nov 2022 - Oct 2023,1
WEGOVY,40 to 59,UNKNOWN,OH,1,Nov 2024 - Oct 2025,4
WEGOVY,40 to 59,UNKNOWN,OH,2,Nov 2023 - Oct 2024,8
WEGOVY,60 to 64,FEMALE,MI,1,Nov 2024 - Oct 2025,32242
WEGOVY,60 to 64,FEMALE,MI,2,Nov 2023 - Oct 2024,28863
WEGOVY,60 to 64,FEMALE,MI,3,Nov 2022 - Oct 2023,14359
WEGOVY,60 to 64,FEMALE,OH,1,Nov 2024 - Oct 2025,24582
WEGOVY,60 to 64,FEMALE,OH,2,Nov 2023 - Oct 2024,16455
WEGOVY,60 to 64,FEMALE,OH,3,Nov 2022 - Oct 2023,7255
WEGOVY,60 to 64,MALE,MI,1,Nov 2024 - Oct 2025,11226
WEGOVY,60 to 64,MALE,MI,2,Nov 2023 - Oct 2024,8557
WEGOVY,60 to 64,MALE,MI,3,Nov 2022 - Oct 2023,4009
WEGOVY,60 to 64,MALE,OH,1,Nov 2024 - Oct 2025,8711
WEGOVY,60 to 64,MALE,OH,2,Nov 2023 - Oct 2024,4730
WEGOVY,60 to 64,MALE,OH,3,Nov 2022 - Oct 2023,1926
WEGOVY,65 to 74,FEMALE,MI,1,Nov 2024 - Oct 2025,16869
WEGOVY,65 to 74,FEMALE,MI,2,Nov 2023 - Oct 2024,11188
WEGOVY,65 to 74,FEMALE,MI,3,Nov 2022 - Oct 2023,4702
WEGOVY,65 to 74,FEMALE,OH,1,Nov 2024 - Oct 2025,17984
WEGOVY,65 to 74,FEMALE,OH,2,Nov 2023 - Oct 2024,8422
WEGOVY,65 to 74,FEMALE,OH,3,Nov 2022 - Oct 2023,2827
WEGOVY,65 to 74,MALE,MI,1,Nov 2024 - Oct 2025,6912
WEGOVY,65 to 74,MALE,MI,2,Nov 2023 - Oct 2024,4345
WEGOVY,65 to 74,MALE,MI,3,Nov 2022 - Oct 2023,1817
WEGOVY,65 to 74,MALE,OH,1,Nov 2024 - Oct 2025,7974
WEGOVY,65 to 74,MALE,OH,2,Nov 2023 - Oct 2024,3095
WEGOVY,65 to 74,MALE,OH,3,Nov 2022 - Oct 2023,1065
WEGOVY,75 to 84,FEMALE,MI,1,Nov 2024 - Oct 2025,2811
WEGOVY,75 to 84,FEMALE,MI,2,Nov 2023 - Oct 2024,1069
WEGOVY,75 to 84,FEMALE,MI,3,Nov 2022 - Oct 2023,309
WEGOVY,75 to 84,FEMALE,OH,1,Nov 2024 - Oct 2025,3774
WEGOVY,75 to 84,FEMALE,OH,2,Nov 2023 - Oct 2024,1191
WEGOVY,75 to 84,FEMALE,OH,3,Nov 2022 - Oct 2023,199
WEGOVY,75 to 84,MALE,MI,1,Nov 2024 - Oct 2025,1253
WEGOVY,75 to 84,MALE,MI,2,Nov 2023 - Oct 2024,595
WEGOVY,75 to 84,MALE,MI,3,Nov 2022 - Oct 2023,186
WEGOVY,75 to 84,MALE,OH,1,Nov 2024 - Oct 2025,2148
WEGOVY,75 to 84,MALE,OH,2,Nov 2023 - Oct 2024,587
WEGOVY,75 to 84,MALE,OH,3,Nov 2022 - Oct 2023,106
WEGOVY,85+,FEMALE,MI,1,Nov 2024 - Oct 2025,135
WEGOVY,85+,FEMALE,MI,2,Nov 2023 - Oct 2024,24
WEGOVY,85+,FEMALE,MI,3,Nov 2022 - Oct 2023,4
WEGOVY,85+,FEMALE,OH,1,Nov 2024 - Oct 2025,150
WEGOVY,85+,FEMALE,OH,2,Nov 2023 - Oct 2024,45
WEGOVY,85+,FEMALE,OH,3,Nov 2022 - Oct 2023,10
WEGOVY,85+,MALE,MI,1,Nov 2024 - Oct 2025,74
WEGOVY,85+,MALE,MI,2,Nov 2023 - Oct 2024,21
WEGOVY,85+,MALE,MI,3,Nov 2022 - Oct 2023,51
WEGOVY,85+,MALE,OH,1,Nov 2024 - Oct 2025,132
WEGOVY,85+,MALE,OH,2,Nov 2023 - Oct 2024,32
WEGOVY,85+,MALE,OH,3,Nov 2022 - Oct 2023,14
WEGOVY,85+,UNKNOWN,MI,1,Nov 2024 - Oct 2025,1
WEGOVY,85+,UNKNOWN,MI,2,Nov 2023 - Oct 2024,0
WEGOVY,85+,UNKNOWN,MI,3,Nov 2022 - Oct 2023,4
WEGOVY,85+,UNKNOWN,OH,2,Nov 2023 - Oct 2024,1
WEGOVY,Under 20,FEMALE,MI,1,Nov 2024 - Oct 2025,8955
WEGOVY,Under 20,FEMALE,MI,2,Nov 2023 - Oct 2024,4165
WEGOVY,Under 20,FEMALE,MI,3,Nov 2022 - Oct 2023,1191
WEGOVY,Under 20,FEMALE,OH,1,Nov 2024 - Oct 2025,5387
WEGOVY,Under 20,FEMALE,OH,2,Nov 2023 - Oct 2024,1317
WEGOVY,Under 20,FEMALE,OH,3,Nov 2022 - Oct 2023,407
WEGOVY,Under 20,MALE,MI,1,Nov 2024 - Oct 2025,4068
WEGOVY,Under 20,MALE,MI,2,Nov 2023 - Oct 2024,1788
WEGOVY,Under 20,MALE,MI,3,Nov 2022 - Oct 2023,591
WEGOVY,Under 20,MALE,OH,1,Nov 2024 - Oct 2025,2983
WEGOVY,Under 20,MALE,OH,2,Nov 2023 - Oct 2024,646
WEGOVY,Under 20,MALE,OH,3,Nov 2022 - Oct 2023,214
WEGOVY,Unspecified,FEMALE,MI,2,Nov 2023 - Oct 2024,16
WEGOVY,Unspecified,FEMALE,MI,3,Nov 2022 - Oct 2023,46
WEGOVY,Unspecified,FEMALE,OH,1,Nov 2024 - Oct 2025,0
WEGOVY,Unspecified,FEMALE,OH,2,Nov 2023 - Oct 2024,145
WEGOVY,Unspecified,FEMALE,OH,3,Nov 2022 - Oct 2023,187
WEGOVY,Unspecified,MALE,MI,2,Nov 2023 - Oct 2024,11
WEGOVY,Unspecified,MALE,MI,3,Nov 2022 - Oct 2023,22
WEGOVY,Unspecified,MALE,OH,2,Nov 2023 - Oct 2024,65
WEGOVY,Unspecified,MALE,OH,3,Nov 2022 - Oct 2023,37
WEGOVY,Unspecified,UNKNOWN,MI,1,Nov 2024 - Oct 2025,2370
WEGOVY,Unspecified,UNKNOWN,MI,2,Nov 2023 - Oct 2024,2188
WEGOVY,Unspecified,UNKNOWN,MI,3,Nov 2022 - Oct 2023,1284
WEGOVY,Unspecified,UNKNOWN,OH,2,Nov 2023 - Oct 2024,18
WEGOVY,Unspecified,UNKNOWN,OH,3,Nov 2022 - Oct 2023,26
ZEPBOUND,20 to 39,FEMALE,MI,1,Nov 2024 - Oct 2025,110676
ZEPBOUND,20 to 39,FEMALE,MI,2,Nov 2023 - Oct 2024,42339
ZEPBOUND,20 to 39,FEMALE,OH,1,Nov 2024 - Oct 2025,389661
ZEPBOUND,20 to 39,FEMALE,OH,2,Nov 2023 - Oct 2024,24622
ZEPBOUND,20 to 39,MALE,MI,1,Nov 2024 - Oct 2025,26730
ZEPBOUND,20 to 39,MALE,MI,2,Nov 2023 - Oct 2024,9957
ZEPBOUND,20 to 39,MALE,OH,1,Nov 2024 - Oct 2025,104441
ZEPBOUND,20 to 39,MALE,OH,2,Nov 2023 - Oct 2024,6584
ZEPBOUND,20 to 39,UNKNOWN,MI,1,Nov 2024 - Oct 2025,38
ZEPBOUND,20 to 39,UNKNOWN,MI,2,Nov 2023 - Oct 2024,7
ZEPBOUND,20 to 39,UNKNOWN,OH,1,Nov 2024 - Oct 2025,1046
ZEPBOUND,20 to 39,UNKNOWN,OH,2,Nov 2023 - Oct 2024,5
ZEPBOUND,40 to 59,FEMALE,MI,1,Nov 2024 - Oct 2025,202319
ZEPBOUND,40 to 59,FEMALE,MI,2,Nov 2023 - Oct 2024,101321
ZEPBOUND,40 to 59,FEMALE,OH,1,Nov 2024 - Oct 2025,1085130
ZEPBOUND,40 to 59,FEMALE,OH,2,Nov 2023 - Oct 2024,59077
ZEPBOUND,40 to 59,MALE,MI,1,Nov 2024 - Oct 2025,68649
ZEPBOUND,40 to 59,MALE,MI,2,Nov 2023 - Oct 2024,29931
ZEPBOUND,40 to 59,MALE,OH,1,Nov 2024 - Oct 2025,340633
ZEPBOUND,40 to 59,MALE,OH,2,Nov 2023 - Oct 2024,17650
ZEPBOUND,40 to 59,UNKNOWN,MI,1,Nov 2024 - Oct 2025,18
ZEPBOUND,40 to 59,UNKNOWN,MI,2,Nov 2023 - Oct 2024,6
ZEPBOUND,40 to 59,UNKNOWN,OH,1,Nov 2024 - Oct 2025,2854
ZEPBOUND,40 to 59,UNKNOWN,OH,2,Nov 2023 - Oct 2024,8
ZEPBOUND,60 to 64,FEMALE,MI,1,Nov 2024 - Oct 2025,33822
ZEPBOUND,60 to 64,FEMALE,MI,2,Nov 2023 - Oct 2024,15109
ZEPBOUND,60 to 64,FEMALE,OH,1,Nov 2024 - Oct 2025,233240
ZEPBOUND,60 to 64,FEMALE,OH,2,Nov 2023 - Oct 2024,9225
ZEPBOUND,60 to 64,MALE,MI,1,Nov 2024 - Oct 2025,12720
ZEPBOUND,60 to 64,MALE,MI,2,Nov 2023 - Oct 2024,5221
ZEPBOUND,60 to 64,MALE,OH,1,Nov 2024 - Oct 2025,81326
ZEPBOUND,60 to 64,MALE,OH,2,Nov 2023 - Oct 2024,2999
ZEPBOUND,60 to 64,UNKNOWN,MI,1,Nov 2024 - Oct 2025,3
ZEPBOUND,60 to 64,UNKNOWN,MI,2,Nov 2023 - Oct 2024,5
ZEPBOUND,60 to 64,UNKNOWN,OH,1,Nov 2024 - Oct 2025,392
ZEPBOUND,65 to 74,FEMALE,MI,1,Nov 2024 - Oct 2025,20438
ZEPBOUND,65 to 74,FEMALE,MI,2,Nov 2023 - Oct 2024,6478
ZEPBOUND,65 to 74,FEMALE,OH,1,Nov 2024 - Oct 2025,345572
ZEPBOUND,65 to 74,FEMALE,OH,2,Nov 2023 - Oct 2024,4481
ZEPBOUND,65 to 74,MALE,MI,1,Nov 2024 - Oct 2025,10170
ZEPBOUND,65 to 74,MALE,MI,2,Nov 2023 - Oct 2024,2581
ZEPBOUND,65 to 74,MALE,OH,1,Nov 2024 - Oct 2025,122985
ZEPBOUND,65 to 74,MALE,OH,2,Nov 2023 - Oct 2024,1649
ZEPBOUND,65 to 74,UNKNOWN,MI,1,Nov 2024 - Oct 2025,2
ZEPBOUND,65 to 74,UNKNOWN,MI,2,Nov 2023 - Oct 2024,2
ZEPBOUND,65 to 74,UNKNOWN,OH,1,Nov 2024 - Oct 2025,529
ZEPBOUND,75 to 84,FEMALE,MI,1,Nov 2024 - Oct 2025,3501
ZEPBOUND,75 to 84,FEMALE,MI,2,Nov 2023 - Oct 2024,763
ZEPBOUND,75 to 84,FEMALE,OH,1,Nov 2024 - Oct 2025,81800
ZEPBOUND,75 to 84,FEMALE,OH,2,Nov 2023 - Oct 2024,645
ZEPBOUND,75 to 84,MALE,MI,1,Nov 2024 - Oct 2025,2068
ZEPBOUND,75 to 84,MALE,MI,2,Nov 2023 - Oct 2024,351
ZEPBOUND,75 to 84,MALE,OH,1,Nov 2024 - Oct 2025,35514
ZEPBOUND,75 to 84,MALE,OH,2,Nov 2023 - Oct 2024,237
ZEPBOUND,75 to 84,UNKNOWN,MI,1,Nov 2024 - Oct 2025,2
ZEPBOUND,75 to 84,UNKNOWN,OH,1,Nov 2024 - Oct 2025,101
ZEPBOUND,85+,FEMALE,MI,1,Nov 2024 - Oct 2025,114
ZEPBOUND,85+,FEMALE,MI,2,Nov 2023 - Oct 2024,15
ZEPBOUND,85+,FEMALE,OH,1,Nov 2024 - Oct 2025,2609
ZEPBOUND,85+,FEMALE,OH,2,Nov 2023 - Oct 2024,21
ZEPBOUND,85+,MALE,MI,1,Nov 2024 - Oct 2025,76
ZEPBOUND,85+,MALE,MI,2,Nov 2023 - Oct 2024,4
ZEPBOUND,85+,MALE,OH,1,Nov 2024 - Oct 2025,1692
ZEPBOUND,85+,MALE,OH,2,Nov 2023 - Oct 2024,18
ZEPBOUND,Under 20,FEMALE,MI,1,Nov 2024 - Oct 2025,1722
ZEPBOUND,Under 20,FEMALE,MI,2,Nov 2023 - Oct 2024,502
ZEPBOUND,Under 20,FEMALE,OH,1,Nov 2024 - Oct 2025,4274
ZEPBOUND,Under 20,FEMALE,OH,2,Nov 2023 - Oct 2024,241
ZEPBOUND,Under 20,MALE,MI,1,Nov 2024 - Oct 2025,469
ZEPBOUND,Under 20,MALE,MI,2,Nov 2023 - Oct 2024,183
ZEPBOUND,Under 20,MALE,OH,1,Nov 2024 - Oct 2025,1248
ZEPBOUND,Under 20,MALE,OH,2,Nov 2023 - Oct 2024,78
ZEPBOUND,Under 20,UNKNOWN,OH,1,Nov 2024 - Oct 2025,17
ZEPBOUND,Unspecified,FEMALE,OH,2,Nov 2023 - Oct 2024,76
ZEPBOUND,Unspecified,MALE,OH,2,Nov 2023 - Oct 2024,33
ZEPBOUND,Unspecified,UNKNOWN,MI,1,Nov 2024 - Oct 2025,1321
ZEPBOUND,Unspecified,UNKNOWN,MI,2,Nov 2023 - Oct 2024,672
ZEPBOUND,Unspecified,UNKNOWN,OH,2,Nov 2023 - Oct 2024,21
